id,groupName,groupType,username,createdAt,replyTo,text,expectedImportance,expectedCategory,scenarioTag,notes,baseScoreBeforeReactions,baseScore,reactionBoost,finalScore,signalCategory,signalConfidence,reactionCounts,matchedRules
edge_0028,Lot 14 Tailgate,Tailgate/party planning chat,Marcus,2026-04-27T02:48:00.000Z,,tix due tmr,important,deadline,typo_slang,Ticket deadline slang,98,98,30,100,deadline,100,"{""✅"":1,""📌"":1}",normalization.alias:4; deadline.explicit:32; deadline.payment:18; time.relative:8; deadline.date-context:18; deadline.object-context:18
edge_0029,Apartment 4B,Apartment/roommate chat,Grace,2026-04-27T02:52:00.000Z,,need sober drvr tn,important,logistics,typo_slang,Driver slang,100,100,20,100,logistics,100,"{""✅"":1,""👀"":1}",normalization.alias:4; request.concrete-need:28; logistics.transport:20; logistics.sober-drivers:30; time.relative:8; request.urgent-tonight:12; request.object-action:10; structure.concrete-details:8
edge_0030,The Big One,Large chaotic general social chat,Grace,2026-04-27T02:56:00.000Z,,mtg moved thurs,important,announcement,typo_slang,Meeting moved slang,100,100,30,100,announcement,100,"{""✅"":1,""📌"":1}",normalization.alias:4; event.social-anchor:12; announcement.change:30; time.weekday:7; event.concrete-time:16; domain.action-time:12; change.concrete-context:24; announcement.date-context:14
edge_0031,Pledge Class 28,Fraternity pledge chat,Riley,2026-04-27T03:00:00.000Z,,yall bring spkrs?,maybe,request,typo_slang,Speaker slang,14,14,0,14,noise,27,"{""😂"":1}",normalization.alias:4; question.intent:10
edge_0032,Kappa Event Crew,Sorority event planning chat,Cam,2026-04-27T03:04:00.000Z,,"need 3 drivers for formal tomorrow, leaving house at 7",important,logistics,multi_signal,"Request, event, date, time",100,100,8,100,event,100,"{""👀"":1}",normalization.alias:4; request.concrete-need:28; logistics.transport:20; event.social-anchor:12; event.arrival-departure:34; time.relative:8; time.explicit:12; event.concrete-time:16; domain.action-time:12; request.urgent-tonight:12; request.object-action:10; structure.concrete-details:8
edge_0033,Downtown Survivors,College friend group,Nick,2026-04-27T03:08:00.000Z,,"rush event moved to Friday at 6, wear white",important,announcement,multi_signal,Change with event details,100,100,24,100,announcement,100,"{""📌"":1}",normalization.alias:4; event.social-anchor:12; event.meeting-time:24; announcement.change:30; time.weekday:7; time.explicit:12; event.concrete-time:16; domain.action-time:12; change.concrete-context:24; announcement.date-context:14; structure.concrete-details:8
edge_0034,Campus Volunteer Board,Student organization/club,Maya,2026-04-27T03:12:00.000Z,,nvm party cancelled,important,announcement,cancellation,Cancellation should matter,66,66,12,78,announcement,86,"{""✅"":1}",event.social-anchor:12; announcement.change:30; change.concrete-context:24
edge_0035,Club Soccer,Sports team,Maya,2026-04-27T03:16:00.000Z,,meeting is not tonight anymore,important,announcement,cancellation,Schedule cancellation,100,100,8,100,announcement,100,"{""👀"":1}",event.social-anchor:12; announcement.change:30; time.relative:8; event.concrete-time:16; domain.action-time:12; change.concrete-context:24; structure.concrete-details:8
edge_0036,Basement Set Team,DJ/promoter group,Bella,2026-04-27T03:20:00.000Z,,"don't bring speakers, venue has them",important,announcement,cancellation,Negated supply plan,77,77,8,85,logistics,100,"{""👀"":1}",normalization.alias:4; logistics.supplies:25; logistics.supply-context:12; logistics.direct-supply-command:28; structure.concrete-details:8
edge_0037,Econ 302 Project,Group project/class chat,Grace,2026-04-27T03:24:00.000Z,,yo,noise,noise,repeated_spam,Repeated spam seed,0,0,0,0,noise,20,{},noise.one-word:-18; noise.casual-reply:-28; noise.vague-short:-12
edge_0038,Lot 14 Tailgate,Tailgate/party planning chat,Mia,2026-04-27T03:28:00.000Z,,yo,noise,noise,repeated_spam,Repeated spam seed,0,0,0,0,noise,20,{},noise.one-word:-18; noise.casual-reply:-28; noise.vague-short:-12
edge_0039,Apartment 4B,Apartment/roommate chat,Sam,2026-04-27T03:32:00.000Z,,where we at,noise,noise,repeated_spam,Repeated vague question,0,0,0,0,noise,20,{},question.intent:10; noise.vague-short:-12
edge_0040,The Big One,Large chaotic general social chat,Marcus,2026-04-27T03:36:00.000Z,,chapter at 6,important,event,group_specific,Fraternity-specific meeting,76,76,8,84,event,100,"{""👀"":1}",event.social-anchor:12; event.meeting-time:24; time.explicit:12; event.concrete-time:16; domain.action-time:12
edge_0041,Pledge Class 28,Fraternity pledge chat,Sam,2026-04-27T03:40:00.000Z,,lineup posted at noon,important,announcement,group_specific,Rush/DJ-specific announcement,100,100,20,100,announcement,100,"{""✅"":1,""👀"":1}",event.social-anchor:12; event.starts-time:28; announcement.change:30; time.explicit:12; event.concrete-time:16; domain.action-time:12; change.concrete-context:24; announcement.date-context:14
edge_0042,Kappa Event Crew,Sorority event planning chat,Jordan,2026-04-27T03:44:00.000Z,,soundcheck at 5,important,event,group_specific,DJ-specific logistics,80,80,8,88,event,100,"{""👀"":1}",event.social-anchor:12; event.starts-time:28; time.explicit:12; event.concrete-time:16; domain.action-time:12
edge_0043,Downtown Survivors,College friend group,Bella,2026-04-27T03:48:00.000Z,,dues by Sunday,important,deadline,group_specific,Payment deadline,75,75,8,83,deadline,87,"{""👀"":1}",deadline.explicit:32; deadline.payment:18; time.weekday:7; deadline.date-context:18
edge_0044,Campus Volunteer Board,Student organization/club,Sam,2026-04-27T03:52:00.000Z,,prob set is due tonight,important,deadline,group_specific,Class-specific deadline,100,100,12,100,deadline,100,"{""✅"":1}",normalization.alias:4; deadline.explicit:32; deadline.payment:18; event.social-anchor:12; time.relative:8; deadline.date-context:18; deadline.object-context:18; event.concrete-time:16; structure.concrete-details:8
edge_0045,Club Soccer,Sports team,Sophia,2026-04-27T03:56:00.000Z,,practice moved indoors,important,announcement,group_specific,Sports-specific change,78,78,0,78,announcement,98,{},event.social-anchor:12; announcement.change:30; domain.action-time:12; change.concrete-context:24
stress_0001,Arena Concert Run,Concert/festival group,Luke,2026-04-27T03:15:00.000Z,,formal tickets are due by midnight tomorrow,important,deadline,stress_slang_typo,Slang or typo stress-test message,100,100,8,100,deadline,100,"{""👀"":1}",deadline.explicit:32; deadline.payment:18; event.social-anchor:12; time.relative:8; time.explicit:12; deadline.date-context:18; deadline.object-context:18; event.concrete-time:16; structure.concrete-details:8
stress_0002,Reservation Roulette,Restaurant/dinner reservation group,Zoe,2026-04-27T03:19:00.000Z,,formal tix due midnight tmr,important,deadline,stress_slang_typo,Slang or typo stress-test message,100,100,20,100,deadline,100,"{""✅"":1,""👀"":1}",normalization.alias:4; deadline.explicit:32; deadline.payment:18; event.social-anchor:12; time.relative:8; time.explicit:12; deadline.date-context:18; deadline.object-context:18; event.concrete-time:16; structure.concrete-details:8
stress_0003,PCB Spring Break,Spring break/trip planning group,Ava,2026-04-27T03:23:00.000Z,,tix r due by 12 tn,important,deadline,stress_slang_typo,Slang or typo stress-test message,100,100,12,100,deadline,100,"{""✅"":1}",normalization.alias:4; deadline.explicit:32; deadline.payment:18; time.relative:8; deadline.date-context:18; deadline.object-context:18; structure.concrete-details:8
stress_0004,Morning Lift Crew,Gym/workout group,Nick,2026-04-27T03:27:00.000Z,,formal tickets due by midnite tmrw,important,deadline,stress_slang_typo,Slang or typo stress-test message,100,100,12,100,deadline,100,"{""✅"":1}",normalization.alias:4; deadline.explicit:32; deadline.payment:18; event.social-anchor:12; time.relative:8; time.explicit:12; deadline.date-context:18; deadline.object-context:18; event.concrete-time:16; structure.concrete-details:8
stress_0005,Ava Birthday Ops,Birthday/event planning group,Tyler,2026-04-27T03:31:00.000Z,,send formal money by midnight,important,deadline,stress_slang_typo,Slang or typo stress-test message,100,100,20,100,deadline,100,"{""✅"":1,""👀"":1}",deadline.explicit:32; deadline.payment:18; event.social-anchor:12; time.explicit:12; event.concrete-time:16; domain.action-time:12; structure.concrete-details:8
stress_0006,Pledge Class 28,Fraternity pledge chat,Jordan,2026-04-27T03:35:00.000Z,,last day for formal tix is tmr,important,deadline,stress_slang_typo,Slang or typo stress-test message,100,100,8,100,deadline,100,"{""👀"":1}",normalization.alias:4; deadline.explicit:32; deadline.payment:18; event.social-anchor:12; time.relative:8; deadline.date-context:18; deadline.object-context:18; event.concrete-time:16; structure.concrete-details:8
stress_0007,Kappa Event Crew,Sorority event planning chat,Cam,2026-04-27T03:39:00.000Z,,meeting moved to room 204 tonight,important,announcement,stress_slang_typo,Slang or typo stress-test message,100,100,30,100,announcement,100,"{""✅"":1,""📌"":1}",event.social-anchor:12; announcement.change:30; time.relative:8; event.concrete-time:16; domain.action-time:12; change.concrete-context:24; announcement.room-location-update:55; announcement.date-context:14; structure.concrete-details:8
stress_0008,Downtown Survivors,College friend group,Cam,2026-04-27T03:43:00.000Z,,mtg moved room 204 tn,important,announcement,stress_slang_typo,Slang or typo stress-test message,100,100,30,100,announcement,100,"{""👀"":1,""📌"":1}",normalization.alias:4; event.social-anchor:12; announcement.change:30; time.relative:8; event.concrete-time:16; domain.action-time:12; change.concrete-context:24; announcement.room-location-update:55; announcement.date-context:14; structure.concrete-details:8
stress_0009,Campus Volunteer Board,Student organization/club,Sam,2026-04-27T03:47:00.000Z,,meeting got moved to rm 204,important,announcement,stress_slang_typo,Slang or typo stress-test message,100,100,8,100,announcement,100,"{""👀"":1}",normalization.alias:4; event.social-anchor:12; announcement.change:30; domain.action-time:12; change.concrete-context:24; announcement.room-location-update:55; structure.concrete-details:8
stress_0010,Club Soccer,Sports team,Logan,2026-04-27T03:51:00.000Z,msg_00862,new room is 204 for tonight,important,announcement,stress_slang_typo,Slang or typo stress-test message,63,63,8,71,announcement,67,"{""👀"":1}",time.relative:8; announcement.room-location-update:55
stress_0011,Basement Set Team,DJ/promoter group,Jordan,2026-04-27T03:55:00.000Z,,room changed to 204,important,announcement,stress_slang_typo,Slang or typo stress-test message,100,100,30,100,announcement,97,"{""✅"":1,""👀"":1,""📌"":1}",announcement.change:30; change.concrete-context:24; announcement.room-location-update:55
stress_0012,Econ 302 Project,Group project/class chat,Nick,2026-04-27T03:59:00.000Z,,we're in 204 now,important,announcement,stress_slang_typo,Slang or typo stress-test message,47,47,8,55,announcement,62,"{""👀"":1}",normalization.alias:4; announcement.room-location-update:55; noise.vague-short:-12
stress_0013,Lot 14 Tailgate,Tailgate/party planning chat,Nate,2026-04-27T04:03:00.000Z,,can someone bring speakers to the pregame,important,request,stress_slang_typo,Slang or typo stress-test message,100,100,30,100,request,100,"{""📌"":1,""❓"":1}",request.can-someone:24; logistics.supplies:25; event.social-anchor:12; question.intent:10; logistics.supply-context:12; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10
stress_0014,Apartment 4B,Apartment/roommate chat,Marcus,2026-04-27T04:07:00.000Z,msg_01458,can someone bring spkrs,important,request,stress_slang_typo,Slang or typo stress-test message,100,100,20,100,request,100,"{""✅"":1,""👀"":1}",normalization.alias:4; request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10
stress_0015,The Big One,Large chaotic general social chat,Logan,2026-04-27T04:11:00.000Z,,anyone got speakers for preg?,important,request,stress_slang_typo,Slang or typo stress-test message,67,67,12,79,request,84,"{""✅"":1}",request.can-someone:24; logistics.supplies:25; question.intent:10; question.event-context:8
stress_0016,Rush Week Leads,Recruitment logistics chat,Olivia,2026-04-27T04:15:00.000Z,,need speakers at pregame,important,request,stress_slang_typo,Slang or typo stress-test message,75,75,8,83,request,97,"{""👀"":1}",request.concrete-need:28; logistics.supplies:25; event.social-anchor:12; request.object-action:10
stress_0017,Formal Bus 2,Event transportation chat,Mason,2026-04-27T04:19:00.000Z,,who can bring the speaker tn,important,request,stress_slang_typo,Slang or typo stress-test message,100,100,30,100,request,100,"{""✅"":1,""📌"":1}",normalization.alias:4; request.can-someone:24; logistics.supplies:25; time.relative:8; question.intent:10; logistics.supply-context:12; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; structure.concrete-details:8
stress_0018,Intramural Hoops,Sports pickup team,Harper,2026-04-27T04:23:00.000Z,msg_02263,bring speaker if u have one,important,request,stress_slang_typo,Slang or typo stress-test message,57,57,18,75,logistics,73,"{""✅"":1,""👀"":1,""📌"":1}",normalization.alias:4; logistics.supplies:25; logistics.direct-supply-command:28
stress_0019,House Dinner Crew,Food/social planning chat,Logan,2026-04-27T04:27:00.000Z,,practice moved indoors,important,announcement,stress_slang_typo,Slang or typo stress-test message,78,78,8,86,announcement,98,"{""👀"":1}",event.social-anchor:12; announcement.change:30; domain.action-time:12; change.concrete-context:24
stress_0020,Weekend Festival Run,Festival/social trip chat,Mason,2026-04-27T04:31:00.000Z,,prac moved inside,important,announcement,stress_slang_typo,Slang or typo stress-test message,82,82,8,90,announcement,100,"{""👀"":1}",normalization.alias:4; event.social-anchor:12; announcement.change:30; domain.action-time:12; change.concrete-context:24
stress_0021,St. Mark Newman Center,Church/Catholic center group,Lena,2026-04-27T04:35:00.000Z,,practice is indoors tn,important,announcement,stress_slang_typo,Slang or typo stress-test message,100,100,0,100,announcement,100,{},normalization.alias:4; event.social-anchor:12; announcement.change:30; time.relative:8; event.concrete-time:16; domain.action-time:12; change.concrete-context:24; announcement.date-context:14; structure.concrete-details:8
stress_0022,Pre-Med Service Crew,Pre-med volunteering group,Mason,2026-04-27T04:39:00.000Z,msg_03050,we inside for practice,important,announcement,stress_slang_typo,Slang or typo stress-test message,78,78,8,86,announcement,98,"{""👀"":1}",event.social-anchor:12; announcement.change:30; domain.action-time:12; change.concrete-context:24
stress_0023,Senior Design Lab,Engineering lab/project team,Tyler,2026-04-27T04:43:00.000Z,,field got moved inside,important,announcement,stress_slang_typo,Slang or typo stress-test message,54,54,8,62,announcement,74,"{""👀"":1}",announcement.change:30; change.concrete-context:24
stress_0024,Maple Hall 3,Dorm floor chat,Jake,2026-04-27T04:47:00.000Z,,moved indoors bc rain,important,announcement,stress_slang_typo,Slang or typo stress-test message,58,58,8,66,announcement,83,"{""👀"":1}",normalization.alias:4; announcement.change:30; change.concrete-context:24
stress_0025,Bracket Weekend,Intramural tournament group,Nick,2026-04-27T04:51:00.000Z,msg_03549,"soundcheck at 5, doors at 8",important,event,stress_slang_typo,Slang or typo stress-test message,100,100,12,100,event,100,"{""✅"":1}",normalization.alias:4; event.social-anchor:12; event.starts-time:28; event.compact-production-times:50; time.explicit:12; event.concrete-time:16; domain.action-time:12; structure.concrete-details:8
stress_0026,Arena Concert Run,Concert/festival group,Zoe,2026-04-27T04:55:00.000Z,,soundcheck 5 doors 8,important,event,stress_slang_typo,Slang or typo stress-test message,62,62,30,92,event,67,"{""✅"":1,""📌"":1}",event.social-anchor:12; event.compact-production-times:50
stress_0027,Reservation Roulette,Restaurant/dinner reservation group,Jordan,2026-04-27T04:59:00.000Z,,sc at 5 doors 8,important,event,stress_slang_typo,Slang or typo stress-test message,100,100,8,100,event,100,"{""👀"":1}",normalization.alias:4; event.social-anchor:12; event.starts-time:28; event.compact-production-times:50; time.explicit:12; event.concrete-time:16; domain.action-time:12
stress_0028,PCB Spring Break,Spring break/trip planning group,Lena,2026-04-27T05:03:00.000Z,msg_04071,load in 5 doors 8,important,event,stress_slang_typo,Slang or typo stress-test message,50,50,8,58,event,63,"{""👀"":1}",event.social-anchor:12; event.compact-production-times:50; noise.vague-short:-12
stress_0029,Morning Lift Crew,Gym/workout group,Tessa,2026-04-27T05:07:00.000Z,,doors got pushed to 8,important,event,stress_slang_typo,Slang or typo stress-test message,66,66,8,74,announcement,86,"{""👀"":1}",event.social-anchor:12; announcement.change:30; change.concrete-context:24
stress_0030,Ava Birthday Ops,Birthday/event planning group,Tyler,2026-04-27T05:11:00.000Z,,set times posted doors at 8,important,event,stress_slang_typo,Slang or typo stress-test message,100,100,8,100,announcement,100,"{""👀"":1}",event.social-anchor:12; event.starts-time:28; announcement.change:30; time.explicit:12; event.concrete-time:16; domain.action-time:12; change.concrete-context:24; announcement.date-context:14; structure.concrete-details:8
stress_0031,Pledge Class 28,Fraternity pledge chat,Mason,2026-04-27T05:15:00.000Z,,problem set is due tonight,important,deadline,stress_slang_typo,Slang or typo stress-test message,100,100,8,100,deadline,100,"{""👀"":1}",deadline.explicit:32; deadline.payment:18; event.social-anchor:12; time.relative:8; deadline.date-context:18; deadline.object-context:18; event.concrete-time:16; structure.concrete-details:8
stress_0032,Kappa Event Crew,Sorority event planning chat,Sophia,2026-04-27T05:19:00.000Z,,prob set due tmr,important,deadline,stress_slang_typo,Slang or typo stress-test message,100,100,30,100,deadline,100,"{""✅"":1,""📌"":1}",normalization.alias:4; deadline.explicit:32; deadline.payment:18; event.social-anchor:12; time.relative:8; deadline.date-context:18; deadline.object-context:18; event.concrete-time:16; structure.concrete-details:8
stress_0033,Downtown Survivors,College friend group,Bella,2026-04-27T05:23:00.000Z,,pset due tn,important,deadline,stress_slang_typo,Slang or typo stress-test message,100,100,8,100,deadline,100,"{""👀"":1}",normalization.alias:4; deadline.explicit:32; deadline.payment:18; event.social-anchor:12; time.relative:8; deadline.date-context:18; deadline.object-context:18; event.concrete-time:16
stress_0034,Campus Volunteer Board,Student organization/club,Riley,2026-04-27T05:27:00.000Z,,hw due by midnite,important,deadline,stress_slang_typo,Slang or typo stress-test message,100,100,8,100,deadline,100,"{""👀"":1}",normalization.alias:4; deadline.explicit:32; deadline.payment:18; time.explicit:12; deadline.date-context:18; deadline.object-context:18; structure.concrete-details:8
stress_0035,Club Soccer,Sports team,Jordan,2026-04-27T05:31:00.000Z,,canvas closes tn,important,deadline,stress_slang_typo,Slang or typo stress-test message,98,98,8,100,deadline,100,"{""👀"":1}",normalization.alias:4; deadline.explicit:32; deadline.payment:18; time.relative:8; deadline.date-context:18; deadline.object-context:18
stress_0036,Basement Set Team,DJ/promoter group,Bella,2026-04-27T05:35:00.000Z,,turn in assn by 12,important,deadline,stress_slang_typo,Slang or typo stress-test message,90,90,12,100,deadline,100,"{""✅"":1}",normalization.alias:4; deadline.explicit:32; deadline.payment:18; deadline.date-context:18; deadline.object-context:18
stress_0037,Econ 302 Project,Group project/class chat,Mia,2026-04-27T05:39:00.000Z,,need sober drivers tonight,important,logistics,stress_slang_typo,Slang or typo stress-test message,100,100,12,100,logistics,100,"{""✅"":1}",request.concrete-need:28; logistics.transport:20; logistics.sober-drivers:30; time.relative:8; request.urgent-tonight:12; request.object-action:10; structure.concrete-details:8
stress_0038,Lot 14 Tailgate,Tailgate/party planning chat,Grace,2026-04-27T05:43:00.000Z,,need sober drvr tn,important,logistics,stress_slang_typo,Slang or typo stress-test message,100,100,24,100,logistics,100,"{""📌"":1}",normalization.alias:4; request.concrete-need:28; logistics.transport:20; logistics.sober-drivers:30; time.relative:8; request.urgent-tonight:12; request.object-action:10; structure.concrete-details:8
stress_0039,Apartment 4B,Apartment/roommate chat,Olivia,2026-04-27T05:47:00.000Z,,need sober d 2nite,important,logistics,stress_slang_typo,Slang or typo stress-test message,100,100,8,100,logistics,100,"{""👀"":1}",normalization.alias:4; request.concrete-need:28; logistics.transport:20; logistics.sober-drivers:30; time.relative:8; request.urgent-tonight:12; request.object-action:10; structure.concrete-details:8
stress_0040,The Big One,Large chaotic general social chat,Jake,2026-04-27T05:51:00.000Z,,need drvrs for formal,important,logistics,stress_slang_typo,Slang or typo stress-test message,74,74,12,86,request,100,"{""✅"":1}",normalization.alias:4; request.concrete-need:28; logistics.transport:20; event.social-anchor:12; request.object-action:10
stress_0041,Rush Week Leads,Recruitment logistics chat,Sam,2026-04-27T05:55:00.000Z,,need driverz tonight,important,logistics,stress_slang_typo,Slang or typo stress-test message,82,82,8,90,request,100,"{""👀"":1}",normalization.alias:4; request.concrete-need:28; logistics.transport:20; time.relative:8; request.urgent-tonight:12; request.object-action:10
stress_0042,Formal Bus 2,Event transportation chat,Logan,2026-04-27T05:59:00.000Z,,who can sober drive tn,important,logistics,stress_slang_typo,Slang or typo stress-test message,96,96,0,96,logistics,100,{},normalization.alias:4; request.can-someone:24; logistics.transport:20; time.relative:8; question.intent:10; logistics.transport-question:12; request.object-action:10; structure.concrete-details:8
stress_0043,Intramural Hoops,Sports pickup team,Mia,2026-04-27T06:03:00.000Z,,bring both jerseys tomorrow,important,logistics,stress_slang_typo,Slang or typo stress-test message,81,81,20,100,logistics,100,"{""✅"":1,""👀"":1}",logistics.supplies:25; time.relative:8; logistics.supply-context:12; logistics.direct-supply-command:28; structure.concrete-details:8
stress_0044,House Dinner Crew,Food/social planning chat,Lena,2026-04-27T06:07:00.000Z,,bring both jersies tmr,important,logistics,stress_slang_typo,Slang or typo stress-test message,85,85,30,100,logistics,100,"{""✅"":1,""📌"":1}",normalization.alias:4; logistics.supplies:25; time.relative:8; logistics.supply-context:12; logistics.direct-supply-command:28; structure.concrete-details:8
