id,groupName,groupType,username,createdAt,replyTo,text,expectedImportance,expectedCategory,scenarioTag,notes,baseScoreBeforeReactions,baseScore,reactionBoost,finalScore,signalCategory,signalConfidence,reactionCounts,matchedRules
msg_00425,Downtown Survivors,College friend group,Cam,2026-04-18T13:12:00.000Z,,bring drinks if you have any,maybe,logistics,soft_supplies,Ambiguous message that may be useful in context,53,53,18,71,logistics,64,"{""👀"":1,""✅"":1}",logistics.supplies:25; logistics.direct-supply-command:28
msg_00467,Downtown Survivors,College friend group,Nick,2026-04-18T15:18:00.000Z,,where are we meeting?,maybe,plan,meeting_question,Ambiguous message that may be useful in context,50,50,18,68,plan,79,"{""👀"":1,""✅"":1}",event.social-anchor:12; plan.leaving-meeting:20; question.intent:10; question.event-context:8
msg_00468,Downtown Survivors,College friend group,Maya,2026-04-18T15:22:00.000Z,,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,0,100,request,100,"{""😂"":1}",request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_00475,Downtown Survivors,College friend group,Cam,2026-04-18T15:42:00.000Z,,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,0,100,request,100,"{""😂"":1}",request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_00488,Downtown Survivors,College friend group,Ethan,2026-04-18T16:22:00.000Z,,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,0,100,request,100,{},request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_00501,Downtown Survivors,College friend group,Drew,2026-04-18T17:00:00.000Z,,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,75,75,0,75,logistics,79,{},logistics.supplies:25; commitment.availability:22; logistics.direct-supply-command:28
msg_00552,Campus Volunteer Board,Student organization/club,Ethan,2026-04-18T19:34:00.000Z,msg_00551,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,75,75,0,75,logistics,79,{},logistics.supplies:25; commitment.availability:22; logistics.direct-supply-command:28
msg_00591,Campus Volunteer Board,Student organization/club,Mia,2026-04-18T21:32:00.000Z,,bring drinks if you have any,maybe,logistics,soft_supplies,Ambiguous message that may be useful in context,53,53,16,69,logistics,64,"{""❓"":1,""👀"":1}",logistics.supplies:25; logistics.direct-supply-command:28
msg_00593,Campus Volunteer Board,Student organization/club,Ethan,2026-04-18T21:38:00.000Z,msg_00560,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,75,75,0,75,logistics,79,{},logistics.supplies:25; commitment.availability:22; logistics.direct-supply-command:28
msg_00604,Campus Volunteer Board,Student organization/club,Nick,2026-04-18T22:10:00.000Z,,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,0,100,request,100,{},request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_00606,Campus Volunteer Board,Student organization/club,Cam,2026-04-18T22:16:00.000Z,,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,8,100,request,100,"{""👀"":1,""😂"":1}",request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_00623,Campus Volunteer Board,Student organization/club,Ethan,2026-04-18T23:08:00.000Z,,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,0,100,request,100,{},request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_00627,Campus Volunteer Board,Student organization/club,Sam,2026-04-18T23:18:00.000Z,msg_00617,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,8,100,request,100,"{""👀"":1}",request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_00636,Campus Volunteer Board,Student organization/club,Logan,2026-04-18T23:45:00.000Z,,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,0,100,request,100,{},request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_00667,Campus Volunteer Board,Student organization/club,Nick,2026-04-19T01:18:00.000Z,,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,75,75,8,83,logistics,79,"{""❓"":1}",logistics.supplies:25; commitment.availability:22; logistics.direct-supply-command:28
msg_00690,Campus Volunteer Board,Student organization/club,Drew,2026-04-19T02:27:00.000Z,,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,8,100,request,100,"{""❓"":1,""😂"":1}",request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_00751,Club Soccer,Sports team,Jordan,2026-04-19T05:30:00.000Z,,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,75,75,8,83,logistics,79,"{""👀"":1}",logistics.supplies:25; commitment.availability:22; logistics.direct-supply-command:28
msg_00755,Club Soccer,Sports team,Bella,2026-04-19T05:43:00.000Z,msg_00739,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,8,100,request,100,"{""❓"":1}",request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_00766,Club Soccer,Sports team,Riley,2026-04-19T06:16:00.000Z,,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,0,100,request,100,{},request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_00772,Club Soccer,Sports team,Riley,2026-04-19T06:35:00.000Z,,where are we meeting?,maybe,plan,meeting_question,Ambiguous message that may be useful in context,50,50,16,66,plan,79,"{""❓"":1,""👀"":1}",event.social-anchor:12; plan.leaving-meeting:20; question.intent:10; question.event-context:8
msg_00789,Club Soccer,Sports team,Jordan,2026-04-19T07:24:00.000Z,,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,75,75,8,83,logistics,79,"{""❓"":1}",logistics.supplies:25; commitment.availability:22; logistics.direct-supply-command:28
msg_00793,Club Soccer,Sports team,Sophia,2026-04-19T07:38:00.000Z,,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,0,100,request,100,{},request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_00798,Club Soccer,Sports team,Riley,2026-04-19T07:52:00.000Z,,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,75,75,0,75,logistics,79,{},logistics.supplies:25; commitment.availability:22; logistics.direct-supply-command:28
msg_00800,Club Soccer,Sports team,Ethan,2026-04-19T07:58:00.000Z,msg_00739,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,0,100,request,100,"{""😂"":1}",request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_00818,Club Soccer,Sports team,Drew,2026-04-19T08:53:00.000Z,,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,75,75,0,75,logistics,79,{},logistics.supplies:25; commitment.availability:22; logistics.direct-supply-command:28
msg_00838,Club Soccer,Sports team,Ethan,2026-04-19T09:51:00.000Z,msg_00823,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,75,75,0,75,logistics,79,{},logistics.supplies:25; commitment.availability:22; logistics.direct-supply-command:28
msg_00852,Club Soccer,Sports team,Maya,2026-04-19T10:33:00.000Z,msg_00822,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,8,100,request,100,"{""👀"":1}",request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_00869,Club Soccer,Sports team,Sam,2026-04-19T11:26:00.000Z,,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,75,75,8,83,logistics,79,"{""👀"":1,""😂"":1}",logistics.supplies:25; commitment.availability:22; logistics.direct-supply-command:28
msg_00899,Club Soccer,Sports team,Ethan,2026-04-19T12:56:00.000Z,,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,0,100,request,100,{},request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_00963,Basement Set Team,DJ/promoter group,Marcus,2026-04-19T16:08:00.000Z,,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,75,75,8,83,logistics,79,"{""❓"":1}",logistics.supplies:25; commitment.availability:22; logistics.direct-supply-command:28
msg_00980,Basement Set Team,DJ/promoter group,Mia,2026-04-19T16:58:00.000Z,,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,0,100,request,100,{},request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_01005,Basement Set Team,DJ/promoter group,Cam,2026-04-19T18:14:00.000Z,msg_00991,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,0,100,request,100,{},request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_01033,Basement Set Team,DJ/promoter group,Jake,2026-04-19T19:37:00.000Z,,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,75,75,0,75,logistics,79,{},logistics.supplies:25; commitment.availability:22; logistics.direct-supply-command:28
msg_01040,Basement Set Team,DJ/promoter group,Mia,2026-04-19T19:57:00.000Z,,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,20,100,request,100,"{""👀"":1,""✅"":1}",request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_01078,Basement Set Team,DJ/promoter group,Nick,2026-04-19T21:51:00.000Z,,bring drinks if you have any,maybe,logistics,soft_supplies,Ambiguous message that may be useful in context,53,53,18,71,logistics,64,"{""👀"":1,""✅"":1}",logistics.supplies:25; logistics.direct-supply-command:28
msg_01093,Econ 302 Project,Group project/class chat,Zoe,2026-04-19T22:38:00.000Z,,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,75,75,8,83,logistics,79,"{""👀"":1}",logistics.supplies:25; commitment.availability:22; logistics.direct-supply-command:28
msg_01217,Econ 302 Project,Group project/class chat,Nick,2026-04-20T04:49:00.000Z,,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,75,75,0,75,logistics,79,{},logistics.supplies:25; commitment.availability:22; logistics.direct-supply-command:28
msg_01225,Econ 302 Project,Group project/class chat,Jake,2026-04-20T05:13:00.000Z,,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,20,100,request,100,"{""👀"":1,""✅"":1}",request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_01242,Econ 302 Project,Group project/class chat,Bella,2026-04-20T06:03:00.000Z,,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,0,100,request,100,{},request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_01290,Lot 14 Tailgate,Tailgate/party planning chat,Ethan,2026-04-20T08:28:00.000Z,,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,75,75,0,75,logistics,79,{},logistics.supplies:25; commitment.availability:22; logistics.direct-supply-command:28
msg_01294,Lot 14 Tailgate,Tailgate/party planning chat,Jake,2026-04-20T08:39:00.000Z,msg_01282,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,8,100,request,100,"{""❓"":1}",request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_01311,Lot 14 Tailgate,Tailgate/party planning chat,Jake,2026-04-20T09:32:00.000Z,,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,16,100,request,100,"{""❓"":1,""👀"":1,""😂"":1}",request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_01327,Lot 14 Tailgate,Tailgate/party planning chat,Nick,2026-04-20T10:19:00.000Z,msg_01278,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,75,75,20,95,logistics,79,"{""❓"":1,""✅"":1}",logistics.supplies:25; commitment.availability:22; logistics.direct-supply-command:28
msg_01345,Lot 14 Tailgate,Tailgate/party planning chat,Zoe,2026-04-20T11:12:00.000Z,,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,8,100,request,100,"{""👀"":1}",request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_01365,Lot 14 Tailgate,Tailgate/party planning chat,Riley,2026-04-20T12:14:00.000Z,,I could drive tomorrow,maybe,logistics,availability,Ambiguous message that may be useful in context,50,50,16,66,logistics,71,"{""❓"":1,""👀"":1}",logistics.transport:20; commitment.availability:22; time.relative:8
msg_01376,Lot 14 Tailgate,Tailgate/party planning chat,Jake,2026-04-20T12:45:00.000Z,,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,75,75,0,75,logistics,79,"{""😂"":1}",logistics.supplies:25; commitment.availability:22; logistics.direct-supply-command:28
msg_01392,Lot 14 Tailgate,Tailgate/party planning chat,Cam,2026-04-20T13:34:00.000Z,,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,8,100,request,100,"{""👀"":1}",request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_01440,Lot 14 Tailgate,Tailgate/party planning chat,Harper,2026-04-20T15:59:00.000Z,,bring drinks if you have any,maybe,logistics,soft_supplies,Ambiguous message that may be useful in context,53,53,12,65,logistics,64,"{""✅"":1}",logistics.supplies:25; logistics.direct-supply-command:28
msg_01441,Apartment 4B,Apartment/roommate chat,Sam,2026-04-20T16:00:00.000Z,,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,75,75,0,75,logistics,79,{},logistics.supplies:25; commitment.availability:22; logistics.direct-supply-command:28
msg_01481,Apartment 4B,Apartment/roommate chat,Ethan,2026-04-20T18:01:00.000Z,,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,75,75,8,83,logistics,79,"{""❓"":1}",logistics.supplies:25; commitment.availability:22; logistics.direct-supply-command:28
msg_01535,Apartment 4B,Apartment/roommate chat,Mia,2026-04-20T20:44:00.000Z,,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,75,75,0,75,logistics,79,{},logistics.supplies:25; commitment.availability:22; logistics.direct-supply-command:28
msg_01536,Apartment 4B,Apartment/roommate chat,Logan,2026-04-20T20:45:00.000Z,,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,0,100,request,100,{},request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_01548,Apartment 4B,Apartment/roommate chat,Zoe,2026-04-20T21:21:00.000Z,,bring drinks if you have any,maybe,logistics,soft_supplies,Ambiguous message that may be useful in context,53,53,18,71,logistics,64,"{""❓"":1,""👀"":1,""✅"":1}",logistics.supplies:25; logistics.direct-supply-command:28
msg_01553,Apartment 4B,Apartment/roommate chat,Olivia,2026-04-20T21:36:00.000Z,,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,8,100,request,100,"{""❓"":1}",request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_01568,Apartment 4B,Apartment/roommate chat,Grace,2026-04-20T22:21:00.000Z,msg_01538,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,0,100,request,100,{},request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_01609,Apartment 4B,Apartment/roommate chat,Mia,2026-04-21T00:26:00.000Z,,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,75,75,0,75,logistics,79,{},logistics.supplies:25; commitment.availability:22; logistics.direct-supply-command:28
msg_01610,Apartment 4B,Apartment/roommate chat,Sam,2026-04-21T00:29:00.000Z,,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,75,75,8,83,logistics,79,"{""❓"":1}",logistics.supplies:25; commitment.availability:22; logistics.direct-supply-command:28
msg_01639,The Big One,Large chaotic general social chat,Cam,2026-04-21T01:56:00.000Z,,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,75,75,0,75,logistics,79,{},logistics.supplies:25; commitment.availability:22; logistics.direct-supply-command:28
msg_01658,The Big One,Large chaotic general social chat,Olivia,2026-04-21T02:53:00.000Z,msg_01636,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,8,100,request,100,"{""❓"":1}",request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_01669,The Big One,Large chaotic general social chat,Jake,2026-04-21T03:24:00.000Z,msg_01657,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,8,100,request,100,"{""👀"":1,""😂"":1}",request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_01675,The Big One,Large chaotic general social chat,Mia,2026-04-21T03:44:00.000Z,,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,8,100,request,100,"{""❓"":1}",request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_01677,The Big One,Large chaotic general social chat,Olivia,2026-04-21T03:49:00.000Z,,anyone able to grab snacks?,maybe,request,soft_request,Ambiguous message that may be useful in context,100,100,0,100,request,100,"{""😂"":1}",request.can-someone:24; logistics.supplies:25; question.intent:10; logistics.direct-supply-command:28; request.bring-supplies:14; request.object-action:10; question.event-context:8
msg_01723,The Big One,Large chaotic general social chat,Cam,2026-04-21T06:08:00.000Z,,I can bring cups,maybe,logistics,supply_commitment,Ambiguous message that may be useful in context,75,75,0,75,logistics,79,{},logistics.supplies:25; commitment.availability:22; logistics.direct-supply-command:28
